Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Latitude,Longitude
Caguas,Puerto Rico,XXXXXXXXX,Shannon,15488,Jennings,XXXXXXXXX,Corporate,PR,690 Amber Moor,725,18.27313423,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Xena,18789,Holman,XXXXXXXXX,Corporate,PR,6595 Dusty Turnabout,725,18.20524025,-66.0370636
Carrollton,EE. UU.,XXXXXXXXX,Kathleen,8164,Harper,XXXXXXXXX,Corporate,TX,948 Thunder Gate Beach,75006,32.96593094,-96.84902191
Chicago,EE. UU.,XXXXXXXXX,Venus,16597,Mayer,XXXXXXXXX,Corporate,IL,9128 Little Cloud Bay,60617,41.73297119,-87.54953003
Del Rio,EE. UU.,XXXXXXXXX,Melissa,12010,Baker,XXXXXXXXX,Corporate,TX,1987 Stony Circle,78840,29.38430595,-100.7502518
Florissant,EE. UU.,XXXXXXXXX,Mary,6642,Gill,XXXXXXXXX,Consumer,MO,9781 Tawny Nectar Park,63031,38.65969467,-90.20517731
Greensboro,EE. UU.,XXXXXXXXX,Deborah,13111,Long,XXXXXXXXX,Consumer,NC,3737 Blue Path,27410,36.08757019,-79.88663483
Irwin,EE. UU.,XXXXXXXXX,Cassandra,14792,Lynn,XXXXXXXXX,Consumer,PA,3040 Easy Port,15642,40.32811356,-79.70446014
Oxnard,EE. UU.,XXXXXXXXX,Cassandra,12662,Fisher,XXXXXXXXX,Consumer,CA,4583 Heather Blossom Diversion,93030,34.19825363,-119.1806412
San Diego,EE. UU.,XXXXXXXXX,Mary,12192,Carlson,XXXXXXXXX,Consumer,CA,5104 Rustic Downs,92114,32.75422669,-117.1972122
San Jose,EE. UU.,XXXXXXXXX,Sean,10045,Bradley,XXXXXXXXX,Home Office,CA,990 Dewy Crest,95125,37.32126236,-121.8787766
West Chester,EE. UU.,XXXXXXXXX,Margaret,7283,Carpenter,XXXXXXXXX,Corporate,PA,8275 Lost View Crest,19382,39.96744919,-75.58142853
Caguas,Puerto Rico,XXXXXXXXX,Andrea,7791,Smith,XXXXXXXXX,Corporate,PR,1837 Foggy Impasse,725,18.22455788,-66.37054443
Caguas,Puerto Rico,XXXXXXXXX,Caryn,16080,Bowers,XXXXXXXXX,Consumer,PR,3557 Rocky Vale,725,18.28746033,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Jaime,18265,Mitchell,XXXXXXXXX,Corporate,PR,2395 Misty Carrefour,725,18.29497719,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Joelle,18931,Castro,XXXXXXXXX,Home Office,PR,8497 Emerald Grove Pines,725,18.28321457,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,9830,Frey,XXXXXXXXX,Home Office,PR,8988 Shady Park,725,18.2432785,-66.37052918
Caguas,Puerto Rico,XXXXXXXXX,Zorita,14706,Frost,XXXXXXXXX,Consumer,PR,9297 Burning Extension,725,18.25300407,-66.03705597
Cordova,EE. UU.,XXXXXXXXX,Mary,7434,Holloway,XXXXXXXXX,Consumer,TN,6278 Cotton Edge,38018,35.15819168,-89.78479767
Detroit,EE. UU.,XXXXXXXXX,Mary,10998,Smith,XXXXXXXXX,Home Office,MI,9658 Quaking Meadow,48238,42.39110184,-83.13121796
Fayetteville,EE. UU.,XXXXXXXXX,Stella,15058,Bowers,XXXXXXXXX,Home Office,NC,1214 Red Estates,28314,35.06275177,-79.00574493
Garden Grove,EE. UU.,XXXXXXXXX,Mark,8369,Chaney,XXXXXXXXX,Corporate,CA,3874 Cotton Heath,92843,33.77445602,-117.8943863
Salina,EE. UU.,XXXXXXXXX,Deborah,14583,Doyle,XXXXXXXXX,Corporate,KS,8153 Sunny Bluff Grove,67401,38.78660202,-97.78347015
Washington,EE. UU.,XXXXXXXXX,Fay,13628,Wyatt,XXXXXXXXX,Consumer,PA,911 Middle Fawn Townline,15301,40.17448044,-80.244133
Waukegan,EE. UU.,XXXXXXXXX,Natalie,13608,Miranda,XXXXXXXXX,Corporate,IL,133 Heather Route,60085,42.365345,-87.83589935
Caguas,Puerto Rico,XXXXXXXXX,Dawn,18279,Donovan,XXXXXXXXX,Corporate,PR,4113 Merry Barn Expressway,725,18.24035645,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Harold,7167,Medina,XXXXXXXXX,Consumer,PR,9539 Velvet Trace,725,18.21617508,-66.3706131
Caguas,Puerto Rico,XXXXXXXXX,Illiana,19367,Mcpherson,XXXXXXXXX,Consumer,PR,9739 Round Spring Expressway,725,18.21694946,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,8101,Hudson,XXXXXXXXX,Corporate,PR,8811 Honey Deer Pines,725,18.28446198,-66.37060547
Caguas,Puerto Rico,XXXXXXXXX,Sean,11356,Hoffman,XXXXXXXXX,Consumer,PR,3741 Tawny Knoll,725,18.21290398,-66.37054443
Canovanas,Puerto Rico,XXXXXXXXX,Mary,9933,Whitney,XXXXXXXXX,Home Office,PR,3339 Noble Dale,729,39.49591446,-98.98998261
Chicago,EE. UU.,XXXXXXXXX,Medge,15864,Rhodes,XXXXXXXXX,Consumer,IL,8477 Middle Court,60622,41.90422058,-87.67411804
Danbury,EE. UU.,XXXXXXXXX,Walter,3514,Smith,XXXXXXXXX,Corporate,CT,6451 Noble Blossom Manor,6810,41.39585114,-73.45462036
Findlay,EE. UU.,XXXXXXXXX,Ainsley,15923,Dominguez,XXXXXXXXX,Corporate,OH,3152 Lazy Close,45840,41.06343079,-83.60743713
Garden Grove,EE. UU.,XXXXXXXXX,Mary,4355,Smith,XXXXXXXXX,Corporate,CA,3068 Indian Quail Cove,92843,33.76652145,-117.9461899
Greeley,EE. UU.,XXXXXXXXX,Brittany,20707,Barrett,XXXXXXXXX,Consumer,CO,8679 Thunder Branch Gardens,80631,40.41231918,-104.6923523
Greeley,EE. UU.,XXXXXXXXX,Doris,10739,Nguyen,XXXXXXXXX,Consumer,CO,4263 Cozy Embers Ledge,80631,40.41231918,-104.6923523
Las Vegas,EE. UU.,XXXXXXXXX,Mary,7419,Wilson,XXXXXXXXX,Consumer,NV,8352 Green Island Byway,89117,36.03785324,-115.1722946
Massillon,EE. UU.,XXXXXXXXX,Mary,8594,Baker,XXXXXXXXX,Home Office,OH,4423 Round Mount,44646,40.79729843,-81.59095764
New York,EE. UU.,XXXXXXXXX,Angela,4020,Smith,XXXXXXXXX,Consumer,NY,4232 Rustic Pine Canyon,10021,40.77030945,-73.95845795
New York,EE. UU.,XXXXXXXXX,Jennifer,3615,Cooper,XXXXXXXXX,Home Office,NY,6002 Emerald Cloud Mountain,10025,40.79811859,-73.96691895
Opa Locka,EE. UU.,XXXXXXXXX,Mary,8925,Erickson,XXXXXXXXX,Corporate,FL,2422 High River Corners,33055,25.89801979,-80.24020386
Saint Louis,EE. UU.,XXXXXXXXX,Mary,3163,Carlson,XXXXXXXXX,Consumer,MO,7291 Thunder Hills Knoll,63116,38.56441879,-90.29405975
Amarillo,EE. UU.,XXXXXXXXX,Madeline,13307,Barber,XXXXXXXXX,Consumer,TX,5154 Honey Bend,79109,35.18754196,-101.8676224
Caguas,Puerto Rico,XXXXXXXXX,Aubrey,13965,Ewing,XXXXXXXXX,Corporate,PR,3926 Stony Gardens,725,18.20889092,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Brandon,1604,Joseph,XXXXXXXXX,Home Office,PR,1077 Jagged Grove Crescent,725,18.23306084,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Fiona,18177,Ashley,XXXXXXXXX,Home Office,PR,4778 Little Creek Bay,725,18.202631,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Hope,17920,Marks,XXXXXXXXX,Corporate,PR,840 Round Highlands,725,18.22822189,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Kelsie,14223,Guerrero,XXXXXXXXX,Corporate,PR,2240 Emerald Berry Vale,725,18.21355438,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,2109,Smith,XXXXXXXXX,Consumer,PR,6955 Lost Ramp,725,18.26909638,-66.37055206
Caguas,Puerto Rico,XXXXXXXXX,Selma,18044,Long,XXXXXXXXX,Consumer,PR,3412 Merry Quail Inlet,725,18.25087357,-66.0370636
Canoga Park,EE. UU.,XXXXXXXXX,Mary,6622,Smith,XXXXXXXXX,Consumer,CA,5299 Velvet Grove Bend,91304,34.06580353,-117.6909637
Columbia,EE. UU.,XXXXXXXXX,Jack,7016,Sloan,XXXXXXXXX,Corporate,MO,2292 Noble Bluff Gate,65203,38.93703461,-92.46649933
Diamond Bar,EE. UU.,XXXXXXXXX,Rebecca,4487,Knight,XXXXXXXXX,Corporate,CA,6289 Rocky Way,91765,33.9956665,-117.8156967
Flushing,EE. UU.,XXXXXXXXX,Mary,3419,Smith,XXXXXXXXX,Consumer,NY,5103 Burning Embers Green,11355,40.76358032,-73.83003998
Fort Lauderdale,EE. UU.,XXXXXXXXX,Elaine,17714,Farmer,XXXXXXXXX,Consumer,FL,2099 Honey Anchor Terrace,33313,26.15128136,-80.21017456
Memphis,EE. UU.,XXXXXXXXX,Harold,7992,Smith,XXXXXXXXX,Consumer,TN,6933 Honey Turnabout,38111,35.11978149,-89.94573975
Montebello,EE. UU.,XXXXXXXXX,Hannah,15930,Jennings,XXXXXXXXX,Home Office,CA,5712 Quiet Hill,90640,34.01406479,-118.1095276
Portland,EE. UU.,XXXXXXXXX,Mary,10964,Morgan,XXXXXXXXX,Home Office,OR,4174 Dewy Pioneer Court,97229,45.54113007,-122.7773743
Reynoldsburg,EE. UU.,XXXXXXXXX,Mary,2494,Griffin,XXXXXXXXX,Consumer,OH,7538 High Heights,43068,39.95420075,-82.8127594
Richmond,EE. UU.,XXXXXXXXX,Guinevere,20112,Carlson,XXXXXXXXX,Corporate,VA,6988 Easy Quail Swale,23223,37.59032059,-77.53034973
Tucson,EE. UU.,XXXXXXXXX,Mary,10354,Patel,XXXXXXXXX,Corporate,AZ,7592 Bright Ledge,85705,32.25922394,-110.9718781
Caguas,Puerto Rico,XXXXXXXXX,Jolene,14846,Kelley,XXXXXXXXX,Home Office,PR,9160 Cinder Diversion,725,18.20773315,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,3640,Serrano,XXXXXXXXX,Corporate,PR,6843 Dusty Log Edge,725,18.28316498,-66.37050629
Caguas,Puerto Rico,XXXXXXXXX,Mary,11327,Smith,XXXXXXXXX,Home Office,PR,6459 Red Alley,725,18.24354935,-66.37062836
Caguas,Puerto Rico,XXXXXXXXX,Patricia,6297,Contreras,XXXXXXXXX,Consumer,PR,5548 Tawny Embers Nook,725,18.28097534,-66.37060547
Canyon Country,EE. UU.,XXXXXXXXX,Iris,17533,Hendricks,XXXXXXXXX,Consumer,CA,3240 Foggy Hickory Corner,91351,33.06927109,-116.5786438
Carlsbad,EE. UU.,XXXXXXXXX,Catherine,845,Smith,XXXXXXXXX,Consumer,CA,3914 Crystal Barn Cove,92009,33.14736939,-117.3473358
Columbia,EE. UU.,XXXXXXXXX,Mary,7725,Reid,XXXXXXXXX,Consumer,SC,2959 Amber Branch Glade,29223,34.02270889,-81.04870606
Fort Worth,EE. UU.,XXXXXXXXX,Mary,29,Humphrey,XXXXXXXXX,Consumer,TX,2469 Blue Brook Crossing,76133,32.65819931,-97.40261078
Honolulu,EE. UU.,XXXXXXXXX,Alyssa,19351,Fowler,XXXXXXXXX,Home Office,HI,1066 Hidden Green,96818,21.343153,-157.906601
Kaneohe,EE. UU.,XXXXXXXXX,Jessica,14143,Blankenship,XXXXXXXXX,Corporate,HI,2089 Dusty Maze,96744,21.41555023,-157.803894
Kent,EE. UU.,XXXXXXXXX,Jonathan,9703,Smith,XXXXXXXXX,Home Office,WA,248 Rustic Beacon Forest,98031,47.39371109,-122.2228317
Los Angeles,EE. UU.,XXXXXXXXX,Angela,9333,Mills,XXXXXXXXX,Corporate,CA,2580 Rustic Bay,90026,34.08672333,-118.2597885
Middletown,EE. UU.,XXXXXXXXX,Mary,9882,Martinez,XXXXXXXXX,Consumer,CT,7074 Crystal Parade,6457,41.55907822,-72.65383911
North Tonawanda,EE. UU.,XXXXXXXXX,Joseph,5505,Matthews,XXXXXXXXX,Consumer,NY,3046 Broad Sky Dale,14120,43.02910233,-78.87342072
Oceanside,EE. UU.,XXXXXXXXX,Mary,10458,Estrada,XXXXXXXXX,Consumer,CA,7509 Noble Gate,92054,33.1927948,-117.3563385
Opa Locka,EE. UU.,XXXXXXXXX,Mary,7201,Sanders,XXXXXXXXX,Consumer,FL,7334 Sleepy Ridge,33055,25.94878006,-80.28707886
Philadelphia,EE. UU.,XXXXXXXXX,Mary,8126,Smith,XXXXXXXXX,Corporate,PA,5841 Clear Centre,19124,39.96036911,-75.23828888
Quincy,EE. UU.,XXXXXXXXX,Cheryl,16441,Wise,XXXXXXXXX,Consumer,MA,8426 Umber Gardens,2169,42.23906326,-71.00604248
Reynoldsburg,EE. UU.,XXXXXXXXX,Jonathan,6458,Franco,XXXXXXXXX,Consumer,OH,437 Sleepy Spring Beach,43068,39.95420075,-82.8127594
Round Rock,EE. UU.,XXXXXXXXX,Mary,7882,Smith,XXXXXXXXX,Corporate,TX,2383 Crystal Panda Mount,78664,30.47071457,-97.64977264
Tucson,EE. UU.,XXXXXXXXX,Mary,8561,Smith,XXXXXXXXX,Home Office,AZ,4103 Heather Barn Heath,85719,32.27982712,-110.9582291
Bend,EE. UU.,XXXXXXXXX,Mary,7912,Johnson,XXXXXXXXX,Consumer,OR,6026 Stony Elk Hill,97701,44.07599258,-120.9686584
Brooklyn,EE. UU.,XXXXXXXXX,Emma,3966,Smith,XXXXXXXXX,Consumer,NY,409 Tawny Range,11236,40.66534042,-73.94522095
Caguas,Puerto Rico,XXXXXXXXX,Clio,15771,Stokes,XXXXXXXXX,Home Office,PR,1557 Heather Leaf Plaza,725,18.23303032,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Stephen,6487,Salinas,XXXXXXXXX,Consumer,PR,3155 Burning Grove,725,18.22804642,-66.3705368
Chesapeake,EE. UU.,XXXXXXXXX,Belle,13321,Grant,XXXXXXXXX,Consumer,VA,6009 Dewy Cove,23320,36.7805481,-76.2246933
Chillicothe,EE. UU.,XXXXXXXXX,Joan,2983,Lewis,XXXXXXXXX,Home Office,OH,1019 Grand Shadow Wynd,45601,39.42864227,-82.93689728
Dearborn,EE. UU.,XXXXXXXXX,Donald,5065,Smith,XXXXXXXXX,Home Office,MI,5803 Burning Abbey,48126,42.32353973,-83.17635346
Detroit,EE. UU.,XXXXXXXXX,Emily,1850,Riggs,XXXXXXXXX,Corporate,MI,2787 Quaking Common,48235,42.43819809,-83.17873383
East Brunswick,EE. UU.,XXXXXXXXX,Mary,6951,Williams,XXXXXXXXX,Corporate,NJ,263 Harvest Wood,8816,40.41255188,-74.41832733
East Lansing,EE. UU.,XXXXXXXXX,Camilla,18951,Weiss,XXXXXXXXX,Corporate,MI,8977 Sunny Dale Run,48823,42.92534638,-83.98883057
Honolulu,EE. UU.,XXXXXXXXX,Maxine,19069,York,XXXXXXXXX,Corporate,HI,6292 Clear Butterfly Turnabout,96817,21.32080078,-157.8613892
Los Angeles,EE. UU.,XXXXXXXXX,Jack,5781,Stanley,XXXXXXXXX,Consumer,CA,3032 High Run,90043,33.98547363,-118.3382416
Los Angeles,EE. UU.,XXXXXXXXX,Joshua,8435,Smith,XXXXXXXXX,Consumer,CA,8434 Pleasant Forest,90002,33.94827271,-118.2431641
Sacramento,EE. UU.,XXXXXXXXX,Virginia,8217,Cantrell,XXXXXXXXX,Home Office,CA,3202 Lazy Maze,95828,38.50247574,-121.4231873
San Antonio,EE. UU.,XXXXXXXXX,Linda,13482,Pratt,XXXXXXXXX,Consumer,TX,8057 Little Mountain Front,78201,29.46007919,-98.52754211
South Ozone Park,EE. UU.,XXXXXXXXX,Lawrence,4957,Kidd,XXXXXXXXX,Consumer,NY,5687 Clear Maze,11420,40.67544937,-73.81114197
Tucson,EE. UU.,XXXXXXXXX,Mary,3455,Smith,XXXXXXXXX,Home Office,AZ,8766 Easy Leaf Knoll,85713,32.13871384,-111.1568909
Wayne,EE. UU.,XXXXXXXXX,Cassandra,12753,Little,XXXXXXXXX,Consumer,NJ,2703 Silver Goose Lane,7470,40.95141602,-74.22407532
Atlanta,EE. UU.,XXXXXXXXX,Bryan,3189,Smith,XXXXXXXXX,Corporate,GA,7373 Shady Island,30318,33.81632614,-84.44550324
Aurora,EE. UU.,XXXXXXXXX,Josephine,13333,Ward,XXXXXXXXX,Home Office,IL,3775 Quaking Inlet,60505,41.82056046,-88.22026825
Brockton,EE. UU.,XXXXXXXXX,Taylor,16529,Beach,XXXXXXXXX,Consumer,MA,903 Rustic Knoll,2301,42.06258011,-71.01766205
Brooklyn,EE. UU.,XXXXXXXXX,Mary,141,Mcmahon,XXXXXXXXX,Consumer,NY,1526 Broad Mountain Plaza,11203,32.71671677,-116.997261
Caguas,Puerto Rico,XXXXXXXXX,Audra,16507,Vance,XXXXXXXXX,Consumer,PR,6867 Honey Heights,725,18.27317429,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Jeffrey,3456,Ramos,XXXXXXXXX,Corporate,PR,9557 Gentle Inlet,725,18.22146416,-66.37062073
Caguas,Puerto Rico,XXXXXXXXX,Kimberly,12987,Harmon,XXXXXXXXX,Consumer,PR,4089 Silver Autumn Crossing,725,18.26110268,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Kirsten,20191,Nunez,XXXXXXXXX,Consumer,PR,7573 Golden Treasure Centre,725,18.22494316,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,3018,Smith,XXXXXXXXX,Corporate,PR,4841 Merry Leaf Terrace,725,18.22383499,-66.37052155
Chandler,EE. UU.,XXXXXXXXX,Janice,7559,Bishop,XXXXXXXXX,Corporate,AZ,8627 Honey Lane,85224,33.30039215,-111.8709564
Chicago,EE. UU.,XXXXXXXXX,Charlotte,13222,Raymond,XXXXXXXXX,Home Office,IL,6183 Little Passage,60622,41.90422058,-87.67411804
Chino,EE. UU.,XXXXXXXXX,Mary,1893,Wilson,XXXXXXXXX,Consumer,CA,153 Merry Loop,91710,34.03118897,-117.6896515
Cicero,EE. UU.,XXXXXXXXX,Blair,17999,Bryan,XXXXXXXXX,Consumer,IL,8641 Sleepy Mews,60804,41.86019898,-87.76747131
Columbus,EE. UU.,XXXXXXXXX,Geraldine,19363,Mcfadden,XXXXXXXXX,Consumer,OH,7802 Gentle Creek Square,43228,40.88164902,-81.25228119
Endicott,EE. UU.,XXXXXXXXX,Helen,9747,Davidson,XXXXXXXXX,Consumer,NY,5918 Easy Mountain Beach,13760,42.11386108,-76.11588287
Lancaster,EE. UU.,XXXXXXXXX,Aphrodite,15091,Pope,XXXXXXXXX,Corporate,CA,1587 Emerald Landing,93536,34.81822968,-118.5527115
Lancaster,EE. UU.,XXXXXXXXX,Inez,14394,Savage,XXXXXXXXX,Home Office,PA,9022 Foggy Dell,17601,40.0741272,-76.35184479
Roseburg,EE. UU.,XXXXXXXXX,Brianna,17712,Austin,XXXXXXXXX,Consumer,OR,5430 Burning Rise Route,97470,43.20556259,-123.3465195
Rowland Heights,EE. UU.,XXXXXXXXX,Evelyn,7777,Rogers,XXXXXXXXX,Consumer,CA,5760 High Circle,91748,34.1051712,-118.0531235
Saginaw,EE. UU.,XXXXXXXXX,Jamalia,12827,Burke,XXXXXXXXX,Consumer,MI,6229 Heather Butterfly Pathway,48601,43.40317917,-83.9552536
Saint Louis,EE. UU.,XXXXXXXXX,Eugene,11389,Smith,XXXXXXXXX,Corporate,MO,547 Cinder Oak Glade,63129,38.48856354,-90.34738159
San Bernardino,EE. UU.,XXXXXXXXX,Priscilla,16105,Owens,XXXXXXXXX,Home Office,CA,4868 Tawny Park,92410,34.17206955,-117.3517761
Wyandotte,EE. UU.,XXXXXXXXX,Haviva,19076,Holt,XXXXXXXXX,Consumer,MI,8609 Golden Pathway,48192,42.20660782,-83.1534729
Baltimore,EE. UU.,XXXXXXXXX,Lilah,17316,Dean,XXXXXXXXX,Consumer,MD,6476 Green Pony Manor,21218,39.32117081,-76.61475372
Bloomfield,EE. UU.,XXXXXXXXX,Mary,5517,Wagner,XXXXXXXXX,Home Office,NJ,7107 Old Highlands,7003,40.79833603,-74.19944
Caguas,Puerto Rico,XXXXXXXXX,Cleo,12937,Joseph,XXXXXXXXX,Home Office,PR,7844 Rocky Deer Avenue,725,18.24905014,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Jean,11668,Smith,XXXXXXXXX,Consumer,PR,6324 Jagged Orchard,725,18.21025467,-66.3705368
Caguas,Puerto Rico,XXXXXXXXX,Joseph,1341,Brown,XXXXXXXXX,Home Office,PR,6496 Colonial Leaf Orchard,725,18.23629379,-66.37063599
Caguas,Puerto Rico,XXXXXXXXX,Lesley,16432,Taylor,XXXXXXXXX,Consumer,PR,7314 Foggy Wagon Acres,725,18.2596302,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,11627,Smith,XXXXXXXXX,Consumer,PR,4079 Emerald Canyon,725,18.20476532,-66.3705368
Caguas,Puerto Rico,XXXXXXXXX,Reagan,18077,Daniels,XXXXXXXXX,Home Office,PR,8549 Dusty View Mountain,725,18.28730393,-66.0370636
Douglasville,EE. UU.,XXXXXXXXX,Avye,13993,Baird,XXXXXXXXX,Consumer,GA,7864 Lazy Deer Jetty,30135,33.61449432,-84.83332825
Encinitas,EE. UU.,XXXXXXXXX,Justin,9910,Ortega,XXXXXXXXX,Consumer,CA,5393 Shady Passage,92024,33.04647064,-117.2896729
Hacienda Heights,EE. UU.,XXXXXXXXX,Sandra,3064,Smith,XXXXXXXXX,Consumer,CA,3922 Grand Crescent,91745,33.97114563,-117.9650879
Manchester,EE. UU.,XXXXXXXXX,Kelsie,16230,Hopkins,XXXXXXXXX,Consumer,CT,4229 Iron Elk Turnabout,6040,41.7712059,-72.52085114
Miami,EE. UU.,XXXXXXXXX,Amber,9039,Wall,XXXXXXXXX,Corporate,FL,3360 Red Dale,33186,25.80788994,-80.19528198
Murfreesboro,EE. UU.,XXXXXXXXX,Jerry,7259,Ingram,XXXXXXXXX,Corporate,TN,9198 Blue Swale,37130,35.75965881,-86.26461029
Normal,EE. UU.,XXXXXXXXX,Ariel,18906,Hinton,XXXXXXXXX,Consumer,IL,9279 Little Beach,61761,40.50857925,-88.98264313
Tucson,EE. UU.,XXXXXXXXX,Mary,1924,Ingram,XXXXXXXXX,Consumer,AZ,8342 Grand Village,85706,32.14290619,-111.1434402
Virginia Beach,EE. UU.,XXXXXXXXX,Mary,8577,Smith,XXXXXXXXX,Consumer,VA,7360 Dewy Island Bank,23455,36.91083145,-76.12958527
Vista,EE. UU.,XXXXXXXXX,Mary,9237,Fox,XXXXXXXXX,Corporate,CA,6141 Burning Prairie Avenue,92084,32.58216476,-117.003685
Austin,EE. UU.,XXXXXXXXX,Hedy,17338,Hutchinson,XXXXXXXXX,Consumer,TX,3796 Rustic Autoroute,78753,30.35012245,-97.69873047
Brooklyn,EE. UU.,XXXXXXXXX,Scott,10886,Smith,XXXXXXXXX,Home Office,NY,2676 Velvet Common,11219,40.63466263,-73.99480438
Caguas,Puerto Rico,XXXXXXXXX,Carly,16647,Peterson,XXXXXXXXX,Consumer,PR,7136 Cozy Bear Mountain,725,18.24911308,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Desiree,12541,Mccormick,XXXXXXXXX,Consumer,PR,8696 Fallen Cloud Circle,725,18.2382679,-66.37050629
Caguas,Puerto Rico,XXXXXXXXX,Ethan,2164,Smith,XXXXXXXXX,Home Office,PR,9972 Rocky Mall,725,18.24935532,-66.37058258
Caguas,Puerto Rico,XXXXXXXXX,Jamalia,14680,Hudson,XXXXXXXXX,Corporate,PR,9042 Jagged Elk Private,725,18.27206039,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Kathy,6994,Frost,XXXXXXXXX,Home Office,PR,5814 Grand Oak Impasse,725,18.22723579,-66.37055969
Caguas,Puerto Rico,XXXXXXXXX,Mara,14977,Holder,XXXXXXXXX,Consumer,PR,3293 Golden Forest Orchard,725,18.23877335,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Margaret,263,Bradley,XXXXXXXXX,Consumer,PR,7509 Harvest Highlands,725,18.22413445,-66.0471344
Caguas,Puerto Rico,XXXXXXXXX,Mary,6730,Gallegos,XXXXXXXXX,Corporate,PR,6797 Quiet Mountain Rise,725,18.25893021,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Mary,8796,Smith,XXXXXXXXX,Corporate,PR,2457 Easy Nectar Link,725,18.25227547,-66.37058258
Cayey,Puerto Rico,XXXXXXXXX,Mary,7867,Glenn,XXXXXXXXX,Consumer,PR,2905 Umber Crest,736,39.49591446,-98.98998261
Clovis,EE. UU.,XXXXXXXXX,Daniel,3518,Smith,XXXXXXXXX,Consumer,CA,7449 Merry Chase,93611,36.82690048,-119.6776962
Lansdale,EE. UU.,XXXXXXXXX,Mary,8557,Smith,XXXXXXXXX,Corporate,PA,1991 Indian Horse Range,19446,40.21856308,-75.32538605
Los Angeles,EE. UU.,XXXXXXXXX,Zenia,16934,Buckley,XXXXXXXXX,Consumer,CA,516 Dewy Bluff Swale,90047,34.04558563,-118.2479248
Newark,EE. UU.,XXXXXXXXX,Emily,4301,Smith,XXXXXXXXX,Corporate,DE,5860 Hidden Parkway,19711,39.67436981,-75.76576996
Opa Locka,EE. UU.,XXXXXXXXX,Judith,4919,Smith,XXXXXXXXX,Consumer,FL,8460 Dewy Nook,33055,25.94878006,-80.28707886
Palo Alto,EE. UU.,XXXXXXXXX,Andrew,3885,Compton,XXXXXXXXX,Consumer,CA,9922 Misty Oak Inlet,94303,37.46242523,-122.1393967
Trujillo Alto,Puerto Rico,XXXXXXXXX,Crystal,5762,Foster,XXXXXXXXX,Home Office,PR,5477 Velvet Falls,976,18.36678124,-66.02749634
Van Nuys,EE. UU.,XXXXXXXXX,Mary,1825,Obrien,XXXXXXXXX,Home Office,CA,672 Umber Vista,91405,34.18439102,-118.4465179
Vega Baja,Puerto Rico,XXXXXXXXX,Jean,10412,Hartman,XXXXXXXXX,Consumer,PR,5802 Rocky Bluff Gardens,693,18.44484711,-66.38641357
West Covina,EE. UU.,XXXXXXXXX,Chava,13314,Rowe,XXXXXXXXX,Consumer,CA,2287 Thunder Pony Nook,91790,34.0700798,-117.9371948
York,EE. UU.,XXXXXXXXX,Mary,1111,Smith,XXXXXXXXX,Consumer,PA,2456 Lost Front,17404,39.95060349,-76.77706909
Brooklyn,EE. UU.,XXXXXXXXX,Ila,16486,Wagner,XXXXXXXXX,Corporate,NY,2455 Fallen Common,11237,40.70238113,-73.91977692
Caguas,Puerto Rico,XXXXXXXXX,Angela,7487,Smith,XXXXXXXXX,Consumer,PR,8478 Foggy Log Nook,725,18.21080589,-66.3706131
Caguas,Puerto Rico,XXXXXXXXX,Daniel,10389,Jackson,XXXXXXXXX,Home Office,PR,3996 Crystal Zephyr Swale,725,18.26216698,-66.37055969
Caguas,Puerto Rico,XXXXXXXXX,Denise,2998,Smith,XXXXXXXXX,Consumer,PR,6063 Golden Point,725,18.28069305,-66.37055969
Caguas,Puerto Rico,XXXXXXXXX,Hedy,15607,Levy,XXXXXXXXX,Consumer,PR,1025 Colonial Plaza,725,18.27672005,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Jessica,15636,Emerson,XXXXXXXXX,Consumer,PR,7962 Lazy Pioneer Estates,725,18.29055977,-66.03705597
